freq,amp,harmonic
70.68286749075165,0.10268012822969692,0
67.03749043090409,0.09179546326085701,1
63.25658296929522,0.13268693068953427,0
59.669972640551734,0.16650887505469913,0
56.27196296177214,0.07284764539512296,0
55.95188185217507,0.111550827221344,0
55.853047456881,0.12793641457210944,0
52.24481433602509,1.795822879392493,0
50.45024068542097,0.08445514671907485,0
49.027104677997606,0.07948041820120819,0
48.67168292717679,0.20230695634487073,0
48.457718108529306,0.9954017875143661,0
46.942384664027905,0.10377665445167837,0
45.763290829879686,0.08550524526725516,0
45.183565659128995,0.19647849616819293,0
45.079210942814946,0.3710628607969128,0
44.84868959912644,1.3082941033208446,0
44.02683167019105,0.11968374350189505,0
43.426363427683526,0.11784501773624746,1
42.463250931399536,0.3290843226660339,0
41.9347314130071,0.09342530049662653,0
41.4915856528927,0.7792809602512787,0
41.316609194553,0.16630100773877649,0
39.792807248861585,0.19895661857385588,0
38.92148666566842,0.1831155978582706,0
38.20478698158908,0.2344855474856899,0
37.95026082773404,0.3172231996928589,0
37.57107505142358,0.3650859778629483,0
34.75854607127215,0.2607333814617158,0
34.514367587977596,0.1481425470155936,0
33.503582628174776,0.19352550339790658,0
31.50365273581046,0.14431034319571054,0
31.204077531368682,0.23906403608109097,0
30.857636580780714,0.2769751184318279,0
30.404965322679814,0.18891155126495437,0
29.826519978094442,0.07900811375495767,1
29.398105023684703,0.07874076941349485,0
28.913843548530583,0.21155546380057252,0
28.27272897446426,0.11813896094795083,0
27.467266245446524,0.3486498374522817,0
26.565667916952354,0.13084268799469478,0
25.812016230613263,0.09657357821136368,0
25.12036359320168,0.14945840423417636,0
24.775460884261772,0.07373617906999752,0
24.57964164473647,0.5745148264502,0
24.167091318239173,0.5541916074263065,0
23.547330288505794,0.12044245888989459,0
23.078329358270672,0.10777664985496499,0
22.967963462896844,0.24076436497511966,0
22.165076957177302,0.09707566437455943,0
21.747407864081463,4.548764906166775,0
20.462622199899663,0.13827372466357596,0
18.86330498068282,0.26647624575027135,0
17.953700463267296,0.09587630715958773,0
17.738660211268943,0.08313312973695555,0
17.281309545359782,0.1894249819516476,0
16.74637738267375,0.17184091540223903,0
